Titel,Abkürzung,Ausfertigungsdatum,Fundstelle,Pfad
Verordnung zur Einführung von Rechtsverordnungen zum Lastenausgleichsrecht  im Saarland,LASaarEinfDV,1961-02-28,"BGBlI:1961,135",gesetze-master/l/lasaareinfdv/index.md
Gesetz zu dem Übereinkommen vom 4. Juni 1974 zur Verhütung der Meeresverschmutzung  vom Lande aus,LMeerSchÜbkG,1981-09-18,"BGBlII:1981,870",gesetze-master/l/lmeerschuebkg/index.md
Hundertzweiundsechzigste Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum und vom Verkehrslandeplatz  Hof),LuftVODV 162,1995-12-29,"BAnz:1996,Nr12,494",gesetze-master/l/luftvodv_162/index.md
Gesetz über den Beruf des Logopäden,LogopG,1980-05-07,"BGBlI:1980,529",gesetze-master/l/logopg/index.md
"Verordnung über Anforderungen an die Hygiene beim Herstellen, Behandeln und  Inverkehrbringen von Lebensmitteln",LMHV 2007,2007-08-08,"BGBlI:2007,1816,1817",gesetze-master/l/lmhv_2007/index.md
Dritte Durchführungsverordnung zur Verordnung zur Prüfung von Luftfahrtgerät  (Anerkennung von Prüfstellen zur Musterprüfung von Luftsportgerät),LuftGerPV1998DV 3,2001-11-27,"BAnz:2001,Nr230,24785",gesetze-master/l/luftgerpv1998dv_3/index.md
Hundertsechsunddreißigste Durchführungsverordnung zur Luftverkehrs-Ordnung  (Festlegung von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum  und vom Verkehrsflughafen Braunschweig),LuftVODV 136,1993-11-24,"BAnz:1993,Nr230,10553",gesetze-master/l/luftvodv_136/index.md
Übereinkommen zur Bekämpfung der widerrechtlichen Inbesitznahme von Luftfahrzeugen,LuftBekÜbk,1970-12-16,"BGBlII:1972,1506",gesetze-master/l/luftbekuebk/index.md
Gesetz über die Eingetragene Lebenspartnerschaft,LPartG,2001-02-16,"BGBlI:2001,266",gesetze-master/l/lpartg/index.md
Hundertvierundneunzigste Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum und vom Verkehrslandeplatz  Mannheim),LuftVODV 194,1999-07-05,"BAnz:1999,Nr133,11911",gesetze-master/l/luftvodv_194/index.md
Landwirtschaftsgesetz,LwG,1955-09-05,"BGBlI:1955,565",gesetze-master/l/lwg/index.md
Zweihundertneunte Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum und vom Flughafen  Berlin-Schönefeld),LuftVODV 209,2002-02-14,"BAnz:2002,Nr50,4588",gesetze-master/l/luftvodv_209/index.md
Verordnung zur Sicherstellung des Luftverkehrs,LuftVerkSiV,1979-12-28,"BGBlI:1979,2389",gesetze-master/l/luftverksiv/index.md
Zweihundertdreiundzwanzigste Durchführungsverordnung zur Luftverkehrs-Ordnung  (Festlegung von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum  und vom Flughafen Köln/Bonn),LuftVODV 223,2005-05-02,"BAnz:2005,Nr87,7214",gesetze-master/l/luftvodv_223/index.md
Gesetz über den Übergang auf das neue Lebensmittel- und Futtermittelrecht,LFÜG,2005-09-01,"BGBlI:2005,2618,2653",gesetze-master/l/lfueg/index.md
Verordnung zur Durchführung des Legehennenbetriebsregistergesetzes,LegRegV,2003-10-06,"BGBlI:2003,1969",gesetze-master/l/legregv/index.md
"Verordnung über die Laufbahn, Ausbildung und Prüfung für den mittleren Steuerdienst  des Bundes",LAP-mDSteuerV,2002-12-17,"BGBlI:2002,4555",gesetze-master/l/lap-mdsteuerv/index.md
Zusatzabkommen zum Warschauer Abkommen zur Vereinheitlichung von Regeln über  die von einem anderen als dem vertraglichen Luftfrachtführer ausgeführte Beförderung  im internationalen Luftverkehr,LuftRAbkZAbk,1961-09-18,"BGBlII:1963,1160",gesetze-master/l/luftrabkzabk/index.md
Verordnung über vitaminisierte Lebensmittel,LMvitV,1942-09-01,"RGBlI:1942,538",gesetze-master/l/lmvitv/index.md
Hundertachtundzwanzigste Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Sichtflugregeln zum und vom Flughafen  Leipzig/Halle),LuftVODV 128,1993-08-06,"BAnz:1993,Nr161,8246",gesetze-master/l/luftvodv_128/index.md
Verordnung über die Berufsausbildung zum Mechaniker und zur Mechanikerin für  Land- und Baumaschinentechnik,LandBauMTAusbV 2008,2008-07-25,"BGBlI:2008,1545",gesetze-master/l/landbaumtausbv_2008/index.md
Verordnung über die Prüfung zum anerkannten Abschluß Geprüfter Leasingfachwirt/Geprüfte  Leasingfachwirtin,LeasFachwirtPrV,1995-11-30,"BGBlI:1995,1570",gesetze-master/l/leasfachwirtprv/index.md
Zweihundertsechsunddreißigste Durchführungsverordnung zur Luftverkehrs-Ordnung  (Festlegung von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum  und vom Flughafen Barth),LuftVODV 236,2008-03-13,"BAnz:2008,Nr53,1246",gesetze-master/l/luftvodv_236/index.md
Verordnung zur Änderung luftrechtlicher Verordnungen und Durchführungsverordnungen  zur Regelung des Betriebes von Luftsportgeräten,LuftRÄndV,1993-05-26,"BGBlI:1993,750",gesetze-master/l/luftraendv/index.md
Verordnung zur Anpassung der Meldepflicht nach § 7 des Infektionsschutzgesetzes  an die epidemische Lage,LabMeldAnpV,2009-05-26,"BGBlI:2009,1139",gesetze-master/l/labmeldanpv/index.md
Hundertneunundzwanzigste Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Sichtflugregeln zum und vom Verkehrsflughafen  München),LuftVODV 129,1993-09-15,"BAnz:1993,Nr182,9214",gesetze-master/l/luftvodv_129/index.md
Verordnung über Steuervergünstigungen zur Förderung des Baues von Landarbeiterwohnungen,LArbWoV,1950-11-07,"BGBl:1950,730",gesetze-master/l/larbwov/index.md
Zweihundertneunundzwanzigste Durchführungsverordnung zur Luftverkehrs-Ordnung  (Festlegung von Flugverfahren für An- und Abflüge nach Sichtflugregeln zum und vom  Verkehrslandeplatz Zweibrücken),LuftVODV 229,2006-06-22,"BAnz:2006,Nr119,4753",gesetze-master/l/luftvodv_229/index.md
Elftes Gesetz zur Änderung des Lastenausgleichsgesetzes,LAGÄndG 11,1959-07-29,"BGBlI:1959,545",gesetze-master/l/lagaendg_11/index.md
Hundertvierunddreißigste Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum und vom Sonderlandeplatz  Hamburg-Finkenwerder),LuftVODV 134,1993-10-20,"BAnz:1993,Nr212,9966",gesetze-master/l/luftvodv_134/index.md
Hundertneununddreißigste Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Sichtflugregeln zum und vom Flugplatz  Laage),LuftVODV 139,1994-02-14,"BAnz:1994,Nr48,2330",gesetze-master/l/luftvodv_139/index.md
Hunderteinundneunzigste Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Sichtflugregeln zum und vom Verkehrsflughafen  Münster-Osnabrück),LuftVODV 191,1999-01-22,"BAnz:1999,Nr28,1778",gesetze-master/l/luftvodv_191/index.md
Hundertachtundfünfzigste Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum und vom Verkehrsflughafen  Friedrichshafen),LuftVODV 158,1995-11-01,"BAnz:1995,Nr219,11926",gesetze-master/l/luftvodv_158/index.md
Zweihundertfünfundvierzigste Durchführungsverordnung zur Luftverkehrs-Ordnung  (Festlegung von Flugverfahren für An- und Abflüge nach Sichtflugregeln zum und vom  Verkehrslandeplatz Frankfurt-Egelsbach),LuftVODV 245,2010-09-22,"BAnz:2010,Nr149,3314",gesetze-master/l/luftvodv_245/index.md
Zweihundertsiebenunddreißigste Durchführungsverordnung zur Luftverkehrs-Ordnung  (Festlegung von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum  und vom Verkehrsflughafen München),LuftVODV 237,2008-04-15,"BAnz:2008,Nr68,1619",gesetze-master/l/luftvodv_237/index.md
Abkommen zwischen der Regierung der Bundesrepublik Deutschland und dem Schweizerischen  Bundesrat zum Vertrag vom 23. November 1964 über die Einbeziehung der Gemeinde Büsingen  am Hochrhein in das schweizerische Zollgebiet über die Erhebung und die Ausrichtung  eines Anteils der von der Schweiz in ihrem Staatsgebiet und im Gebiet der Gemeinde  Büsingen am Hochrhein erhobenen leistungsabhängigen Schwerverkehrsabgabe,LSVAAbk Büs,2004-12-07,"BGBlII:2008,1237,1239",gesetze-master/l/lsvaabk_bues/index.md
Hundertsiebenundfünfzigste Durchführungsverordnung zur Luftverkehrs-Ordnung  (Festlegung von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum  und vom Flughafen Parchim-Mecklenburg),LuftVODV 157,1995-10-31,"BAnz:1995,Nr219,11925",gesetze-master/l/luftvodv_157/index.md
Mehrseitiges Abkommen über gewerbliche Rechte im nichtplanmäßigen Luftverkehr  in Europa,LuftVGewRAbk,1956-04-30,"BGBlII:1959,822",gesetze-master/l/luftvgewrabk/index.md
Hunderteinundvierzigste Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Sichtflugregeln zum und vom Flugplatz  Hahn),LuftVODV 141,1994-03-15,"BAnz:1994,Nr65,3801",gesetze-master/l/luftvodv_141/index.md
Gesetz zu dem Abkommen vom 7. Juli 1955 über den Luftverkehr zwischen der Bundesrepublik  Deutschland und den Vereinigten Staaten von Amerika,LuftVerkUSAAbkG,1956-04-04,"BGBlII:1956,403",gesetze-master/l/luftverkusaabkg/index.md
Gesetz zur Änderung des Luftverkehrsgesetzes,LuftVGÄndG,1958-12-05,"BGBlI:1958,899",gesetze-master/l/luftvgaendg/index.md
Zweihundertzweite Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum und vom Verkehrslandeplatz  Donaueschingen-Villingen),LuftVODV 202,2000-12-15,"BAnz:2001,Nr6,353",gesetze-master/l/luftvodv_202/index.md
"Verordnung über die Laufbahn, Ausbildung und Prüfung für den höheren Dienst  an wissenschaftlichen Bibliotheken des Bundes",LAP-hDBiblV,2001-10-25,"BGBlI:2001,2779",gesetze-master/l/lap-hdbiblv/index.md
Luftverkehrsgesetz,LuftVG,1922-08-01,"RGBlI:1922,681",gesetze-master/l/luftvg/index.md
Verordnung über die Kennzeichnung von Lebensmitteln,LMKV,1981-12-22,"BGBlI:1981,1625,1626",gesetze-master/l/lmkv/index.md
Zweihundertdreiundvierzigste Durchführungsverordnung zur Luftverkehrs-Ordnung  (Festlegung von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum  und vom Regionalflughafen Magdeburg/Cochstedt),LuftVODV 243,2010-05-17,"BAnz:2010,Nr81,1945",gesetze-master/l/luftvodv_243/index.md
Vierte Durchführungsverordnung zur Betriebsordnung für Luftfahrtgerät (Ausrüstung  und Betrieb von Heißluftballonen und Heißluft-Luftschiffen),LuftBODV 4,1997-04-15,"BAnz:1997,Nr77,5333",gesetze-master/l/luftbodv_4/index.md
Dritte Durchführungsverordnung zur Verordnung Luftfahrtpersonal,LuftPersVDV 3,2010-12-03,"BAnz:2010,Nr187,4086",gesetze-master/l/luftpersvdv_3/index.md
Verordnung über die Anforderung an die fachliche Eignung und die Anerkennung  von Prüfungen zum Nachweis der fachlichen Eignung für die Berufsausbildung in den  Berufen der Landwirtschaft und der Hauswirtschaft,LwHwPrüfAnerkV,2005-08-01,"BGBlI:2005,2284(2007I1899)",gesetze-master/l/lwhwpruefanerkv/index.md
Hunderteinunddreißigste Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für Flüge nach Sichtflugregeln zum und vom Verkehrslandeplatz  Dortmund-Wickede),LuftVODV 131,1993-09-20,"BAnz:1993,Nr189,9378",gesetze-master/l/luftvodv_131/index.md
Hundertneunzigste Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Sichtflugregeln zum und vom Sonderflughafen  Oberpfaffenhofen),LuftVODV 190,1998-09-01,"BAnz:1998,Nr172,13698",gesetze-master/l/luftvodv_190/index.md
Einhundertvierundvierzigste Durchführungsverordnung zur Luftverkehrs-Ordnung  (Anwendung von Sekundärradar in der Bundesrepublik Deutschland),LuftVODV 144,1994-04-12,"BAnz:1994,Nr88,4969",gesetze-master/l/luftvodv_144/index.md
Gesetz zur Verlängerung der Schutzfristen für das Urheberrecht an Lichtbildern,LiBiUrhFrVerlG,1940-05-12,"RGBlI:1940,758",gesetze-master/l/libiurhfrverlg/index.md
Luftverkehrsteuergesetz,LuftVStG,2010-12-09,"BGBlI:2010,1885",gesetze-master/l/luftvstg/index.md
Gesetz über die Landbeschaffung für Aufgaben der Verteidigung,LBG,1957-02-23,"BGBlI:1957,134",gesetze-master/l/lbg/index.md
Luftsicherheitsgebührenverordnung,LuftSiGebV,2007-05-23,"BGBlI:2007,944",gesetze-master/l/luftsigebv/index.md
Verordnung zur Vereinfachung der Steuererhebung bei der Lotteriesteuer,LottStVereinfV,1961-03-01,"BGBlI:1961,138",gesetze-master/l/lottstvereinfv/index.md
Gesetz zu dem Abkommen vom 7. Dezember 2004 zwischen der Regierung der Bundesrepublik  Deutschland und dem Schweizerischen Bundesrat zum Vertrag vom 23. November 1964  über die Einbeziehung der Gemeinde Büsingen am Hochrhein in das schweizerische Zollgebiet  über die Erhebung und die Ausrichtung eines Anteils der von der Schweiz in ihrem  Staatsgebiet und im Gebiet der Gemeinde Büsingen am Hochrhein erhobenen leistungsabhängigen  Schwerverkehrsabgabe (LSVA-Abkommen Büsingen),LSVAAbkBüsG,2008-11-05,"BGBlII:2008,1237",gesetze-master/l/lsvaabkbuesg/index.md
Zweihundertsechsundzwanzigste Durchführungsverordnung zur Luftverkehrs-Ordnung  (Festlegung von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum  und vom Verkehrslandeplatz Allendorf/Eder),LuftVODV 226,2005-12-21,"BAnz:2006,Nr6,79",gesetze-master/l/luftvodv_226/index.md
"Verordnung über die Behandlung von Lebensmitteln mit Elektronen-, Gamma- und  Röntgenstrahlen, Neutronen oder ultravioletten Strahlen",LMBestrV 2000,2000-12-14,"BGBlI:2000,1730",gesetze-master/l/lmbestrv_2000/index.md
Zweihundertvierundzwanzigste Durchführungsverordnung zur Luftverkehrs-Ordnung  (Festlegung von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum  und vom Verkehrslandeplatz Dortmund),LuftVODV 224,2005-07-22,"BAnz:2005,Nr153,12383",gesetze-master/l/luftvodv_224/index.md
Verordnung zur Regelung des Betriebs von nicht als Luftfahrtgerät zugelassenen  elektronischen Geräten in Luftfahrzeugen,LuftEBV 2008,2008-02-22,"BGBlI:2008,266",gesetze-master/l/luftebv_2008/index.md
"Verordnung über die Laufbahn, Ausbildung und Prüfung für den mittleren nichttechnischen  Dienst in der allgemeinen und inneren Verwaltung des Bundes",LAP-mntDAIVV,2001-10-08,"BGBlI:2001,2612",gesetze-master/l/lap-mntdaivv/index.md
Verordnung über die Durchführung der veterinärrechtlichen Kontrollen bei der  Einfuhr und Durchfuhr von Lebensmitteln tierischen Ursprungs aus Drittländern sowie  über die Einfuhr sonstiger Lebensmittel aus Drittländern,LMEV,2007-08-08,"BGBlI:2007,1816,1871",gesetze-master/l/lmev/index.md
Gesetz zur Durchführung der Rechtsakte der Europäischen Gemeinschaft oder der  Europäischen Union über Bescheinigungen besonderer Merkmale von Agrarerzeugnissen  und Lebensmitteln,LSpG,1993-10-29,"BGBlI:1993,1814",gesetze-master/l/lspg/index.md
Zweihundertsechsundvierzigste Durchführungsverordnung zur Luftverkehrs-Ordnung  (Festlegung von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum  und vom Verkehrslandeplatz Giebelstadt),LuftVODV 246,2011-10-11,"BAnz:2011,Nr161,3752",gesetze-master/l/luftvodv_246/index.md
Verordnung über das Meisterprüfungsberufsbild und über die Prüfungsanforderungen  in den Teilen I und II der Meisterprüfung im Landmaschinenmechaniker-Handwerk,LandmMechMstrV,2001-04-05,"BGBlI:2001,490",gesetze-master/l/landmmechmstrv/index.md
"Verordnung über die Laufbahn, Ausbildung und Prüfung für den mittleren Dienst  im Bundesnachrichtendienst",LAP-mDBNDV,2004-06-22,"BGBlI:2004,1303",gesetze-master/l/lap-mdbndv/index.md
Zweihundertfünfunddreißigste Durchführungsverordnung zur Luftverkehrs-Ordnung  (Festlegung von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum  und vom Flughafen Nürnberg),LuftVODV 235,2008-03-07,"BAnz:2008,Nr51,1195",gesetze-master/l/luftvodv_235/index.md
Verordnung über die Zugehörigkeit von Zusammenschlüssen landwirtschaftlicher  Genossenschaften zu den Industrie- und Handelskammern,LwGenV,1958-01-06,"BGBlI:1958,48",gesetze-master/l/lwgenv/index.md
Zehntes Gesetz zur Änderung des Luftverkehrsgesetzes,LuftVGÄndG 10,1992-07-23,"BGBlI:1992,1370",gesetze-master/l/luftvgaendg_10/index.md
Übereinkommen zur Verhütung der Meeresverschmutzung vom Lande aus,LMeerSchÜbk,1974-06-04,"BGBlII:1981,871",gesetze-master/l/lmeerschuebk/index.md
Verordnung zur Änderung der Lebensmittel-Kennzeichnungsverordnung und der Bierverordnung,LMKV/BierVÄndV,1994-12-07,"BGBlI:1994,3743",gesetze-master/l/lmkv_biervaendv/index.md
Verordnung über die Berufsausbildung zum Servicekaufmann im Luftverkehr/zur  Servicekauffrau im Luftverkehr,LuftServKfAusbV,1998-03-23,"BGBlI:1998,611",gesetze-master/l/luftservkfausbv/index.md
Luftverkehrs-Zulassungs-Ordnung,LuftVZO,1964-06-19,"BGBlI:1964,370",gesetze-master/l/luftvzo/index.md
Abkommen zwischen der Bundesrepublik Deutschland und der Schweizerischen Eidgenossenschaft  zum deutschen Lastenausgleich,LAAbk CHE,1952-08-26,"BGBlII:1952,24",gesetze-master/l/laabk_che/index.md
Zweite Verordnung zur Durchführung des Gesetzes zur Einführung von Vorschriften  des Lastenausgleichsrechts im Saarland,LASaarDV 2,1963-07-16,"BGBlI:1963,471",gesetze-master/l/lasaardv_2/index.md
Zweihundertzwölfte Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum und vom Flughafen  Frankfurt am Main),LuftVODV 212,2002-11-13,"BAnz:2002,Nr221,25489",gesetze-master/l/luftvodv_212/index.md
Verordnung zum Schutz gegen die Leukose der Rinder,LeukoseV 1976,1976-08-10,"BGBlI:1976,2100",gesetze-master/l/leukosev_1976/index.md
Hundertachtundvierzigste Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Sichtflugregeln zum und vom Verkehrslandeplatz  Hof),LuftVODV 148,1994-08-04,"BAnz:1994,Nr156,8833",gesetze-master/l/luftvodv_148/index.md
Gesetz über die Durchforschung des Reichsgebietes nach nutzbaren Lagerstätten,LagerstG,1934-12-04,"RGBlI:1934,1223",gesetze-master/l/lagerstg/index.md
Zweihundertdreißigste Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum und vom Flughafen  Stuttgart),LuftVODV 230,2006-09-21,"BAnz:2006,Nr195,6727",gesetze-master/l/luftvodv_230/index.md
Verordnung über die Zuständigkeit des Luftfahrt-Bundesamtes für die Verfolgung  und Ahndung von Ordnungswidrigkeiten im Luftsportwesen,LuftSpZustV,1994-10-17,"BGBlI:1994,3010",gesetze-master/l/luftspzustv/index.md
Verordnung zum Schutz der Beschäftigten vor Gefährdungen durch Lärm und Vibrationen,LärmVibrationsArbSchV,2007-03-06,"BGBlI:2007,261",gesetze-master/l/laermvibrationsarbschv/index.md
Zweihundertzehnte Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum und vom Verkehrslandesplatz  Cottbus-Drewitz),LuftVODV 210,2002-03-19,"BAnz:2002,Nr71,8089",gesetze-master/l/luftvodv_210/index.md
Verordnung über die Berufsausbildung zum Leichtflugzeugbauer/zur Leichtflugzeugbauerin,LeichtflBAusbV,1986-12-02,"BGBlI:1986,2112",gesetze-master/l/leichtflbausbv/index.md
"Verordnung über die Laufbahn, Ausbildung und Prüfung für den gehobenen Dienst  der Fernmelde- und Elektronischen Aufklärung des Bundes",LAP-gDFm/EloAufklBundV,2006-08-22,"BGBlI:2006,2057",gesetze-master/l/lap-gdfm_eloaufklbundv/index.md
Einhundertvierzehnte Durchführungsverordnung zur Luftverkehrs-Ordnung (Festlegung  von Flugverfahren für An- und Abflüge nach Instrumentenflugregeln zum und vom Verkehrsflughafen  München),LuftVODV 114,1992-02-19,"BAnz:1992,Nr45,1609",gesetze-master/l/luftvodv_114/index.md
"Verordnung über die Laufbahn, Ausbildung und Prüfung für den höheren Auswärtigen  Dienst",LAP-hADV 2004,2004-06-15,"BGBlI:2004,1088",gesetze-master/l/lap-hadv_2004/index.md
